ts_server,prolific_pid,study_id,session_id,index,total,prev_image,current_image,description_a,description_b,model_position,choice,confidence,comments,ua
2025-11-17T03:56:33.654Z,,,,17,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000222.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000223.jpg,"""Robot is positioned at the elevator threshold and has approached the wall. The user (hand visible) is reaching toward/pressing the elevator call button. Elevator doors remain closed (waiting). Another person is standing nearby. Cables on the floor and a caution/fire sign are present — potential trip/slip hazards. No floor selection or entry yet; task is in the calling/waiting phase.""","""Robot is in front  of wall next to elevator door. controls hand is only visible on top of robot. The wall is obstating the robot which is preventing it from entering the elevator door.""",A,B,90,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T03:56:56.975Z,,,,18,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000222.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000223.jpg,"""Robot is positioned at the elevator threshold and has approached the wall. The user (hand visible) is reaching toward/pressing the elevator call button. Elevator doors remain closed (waiting). Another person is standing nearby. Cables on the floor and a caution/fire sign are present — potential trip/slip hazards. No floor selection or entry yet; task is in the calling/waiting phase.""","""User and robot are right in front of the elevator door. Only user's hands are visible.""",A,A,81,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T03:57:22.606Z,,,,19,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000263.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000264.jpg,"""Compared with earlier frames showing the user/robot at the exterior call button, the robot and user have moved into the elevator car. Doors are open and the robot is inside near the threshold. No floor button press is visible yet — looks like the pair have boarded and are about to select a destination. Exposed wiring on the robot and its bulky placement near the doorway present a mild safety/trip concern.""","""Robot is in elevator. Elevator doors are open. Robot is facing the side of the elevator wall. control is standing in elevator door way.""",A,B,92,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T03:57:30.257Z,,,,0,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000214.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000215.jpg,"""The robot and its handler are in a corridor that narrows as you go further down, The handler appears to be at an awkward angle to control the robot with an outstretched hand grasping the handle of the robot. There is a workman in the corridor where the robot will pass, hit will have to wait until taht man moves.""","""Robot guide-dog and user are in a hallway. The user stands against the wall holding a controller and the robot is directly beside them. No elevator or call/floor buttons are visible and there is no button interaction. The robot appears to have approached the user (corridor context); the elevator task has not begun. Minor safety concern: the robot is close to the user's feet and another person is visible kneeling further down the hall, so care should be taken to avoid tripping or collisions.""",B,B,48,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T03:57:45.241Z,,,,20,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000263.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000264.jpg,"""Compared with earlier frames showing the user/robot at the exterior call button, the robot and user have moved into the elevator car. Doors are open and the robot is inside near the threshold. No floor button press is visible yet — looks like the pair have boarded and are about to select a destination. Exposed wiring on the robot and its bulky placement near the doorway present a mild safety/trip concern.""","""Dog is inside the elevator, with user's foot barely visible. No hazards around.""",A,B,81,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T03:58:23.632Z,,,,21,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000290.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000291.jpg,"""The handler is stationery in the back right hand side of the dog and lift. The dog is stationery in the lift, scanning the environment and its pathway is free from obstruction. The task appears to be entering the lift, this has been completed successfully.""","""Robot and user are both inside the elevator at the origin floor. Elevator doors appear closed and interior handrails and control panel are visible on the back wall. The user stands to the right holding/controlling the robot; no floor button press is visible yet (user appears to be locating/selecting floor). Exposed robot wiring and components inside the small elevator present a minor safety/trip hazard. One other person present, not obstructing movement.""",B,A,88,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T03:58:28.902Z,,,,1,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000222.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000223.jpg,"""The user of the robot is guiding the robot down a corridor, he is to the right of the robot. The corridor will narrow  as the robot passes down. There is a workman crouching down in the narrow bit, he is in the way.""","""Robot and user are in a hallway. The robot has moved forward down the corridor and is positioned near a standing user (user holding a controller/white cane). No elevator or call button is visible in this frame; no button interaction is happening. Other people are present in the hallway. The interaction is still in the approach phase; proximity to the user's feet and narrow hallway are minor safety concerns.""",B,A,70,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T03:58:54.788Z,,,,22,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000296.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000297.jpg,"""Robot and two people are inside the elevator. The robot is centered on the floor; a person stands near the control panel (green indicator visible) and appears to be preparing to select a floor. Elevator doors are in the process of closing (metal panels visible). There are exposed cables and hardware on the robot on the floor which present a minor trip/hazard risk while people move and the elevator operates.""","""User is stationery by the left hand side of the door lwift. The robotic dogs task appears to be waiting at the door. The dog is stationary, scanning the area, and the path is free from obstruction and hazards. Task completed successfully.""",A,B,89,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T03:59:16.689Z,,,,2,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000226.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000227.jpg,"""Robot guide and user are in a corridor approaching an elevator area (no elevator visible). The user stands at the right wall holding a cane/handle while the robot is slightly ahead and oriented forward. Another person is crouched further down the hallway (possible obstacle). No call or floor buttons are being pressed; elevator state and doors are not visible. Minor safety concerns: close proximity to the user's legs and a person crouching in the corridor could create a trip/obstruction risk.""","""Robot is in the middle of the room with control. No obstacles and users feet to the left.""",A,Neither,73,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T03:59:24.141Z,,,,23,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000305.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000306.jpg,"""Robot is inside an open elevator near the door threshold facing a bright hallway. Two people (legs visible) are in the car. The elevator button panel shows illuminated (green) indicators — floor selection appears to have been made. Doors remain open and the group is still at the origin floor, awaiting the elevator to move.""","""Robot is elevator. Elevator door is open user is on the left of robot. Robot is aligned to elevator door.""",A,B,91,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T03:59:39.235Z,,,,3,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000228.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000229.jpg,"""robot is passage. user is on the right side of robot. There is a person in front of robot.""","""Hallway scene: robot (on the floor) is leading and close to the user, who stands at the side of the corridor holding a cane/handle. No elevator or call panel is visible in this frame; no button interactions detected. A third person is crouched farther down the hall. The sequence shows the team moving through the corridor toward an unknown destination (still in approach phase).""",B,A,67,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T03:59:42.130Z,,,,21,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000290.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000291.jpg,"""User and robot are now inside the elevator with doors open; user is positioned near floor selection panel, preparing to choose destination. Robot is stationary inside, indicating successful entry phase.""","""The handler is stationery in the back right hand side of the dog and lift. The dog is stationery in the lift, scanning the environment and its pathway is free from obstruction. The task appears to be entering the lift, this has been completed successfully.""",A,A,70,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T03:59:48.675Z,,,,24,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000306.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000307.jpg,"""robot is in elevator. elevator doors are open. Robot is in line wit doors. user is on the left of robot, There are no obstructions in robots path.""","""Doors are open and the robot is positioned at the elevator threshold facing outward toward a bright corridor labeled '1st storey'. People are standing inside the elevator. The call button was pressed earlier (panel shows green) and elevator has arrived. The robot and user are about to exit; loose cables and proximity of feet present minor safety concerns.""",B,A,83,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
